Post ID,Permalink,Post Message,Type,Countries,Languages,Posted,Audience Targeting,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Talking About This (Post) by action type - comment,Lifetime Talking About This (Post) by action type - like,Lifetime Talking About This (Post) by action type - share,Lifetime Post Stories by action type - comment,Lifetime Post Stories by action type - like,Lifetime Post Stories by action type - share,Lifetime Post Consumers,Lifetime Post Consumptions,Lifetime Post consumers by type - link clicks,Lifetime Post consumers by type - other clicks,Lifetime Post consumers by type - photo view,Lifetime Post consumers by type - video play,Lifetime Post Consumptions by type - link clicks,Lifetime Post Consumptions by type - other clicks,Lifetime Post Consumptions by type - photo view,Lifetime Post Consumptions by type - video play,Lifetime Negative feedback,Lifetime Negative Feedback from Users,Lifetime Negative feedback - hide_all_clicks,Lifetime Negative feedback - hide_clicks,Lifetime Negative feedback - unlike_page_clicks,Lifetime Negative Feedback from Users by Type - hide_all_clicks,Lifetime Negative Feedback from Users by Type - hide_clicks,Lifetime Negative Feedback from Users by Type - unlike_page_clicks,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Average time video viewed,Lifetime Organic views to 95%,Lifetime Organic views to 95%,Lifetime Paid views to 95%,Lifetime Paid views to 95%,Lifetime Video length,Lifetime Percentage of viewers at each interval (video post) - 0,Lifetime Percentage of viewers at each interval (video post) - 1,Lifetime Percentage of viewers at each interval (video post) - 2,Lifetime Percentage of viewers at each interval (video post) - 3,Lifetime Percentage of viewers at each interval (video post) - 4,Lifetime Percentage of viewers at each interval (video post) - 5,Lifetime Percentage of viewers at each interval (video post) - 6,Lifetime Percentage of viewers at each interval (video post) - 7,Lifetime Percentage of viewers at each interval (video post) - 8,Lifetime Percentage of viewers at each interval (video post) - 9,Lifetime Percentage of viewers at each interval (video post) - 10,Lifetime Percentage of viewers at each interval (video post) - 11,Lifetime Percentage of viewers at each interval (video post) - 12,Lifetime Percentage of viewers at each interval (video post) - 13,Lifetime Percentage of viewers at each interval (video post) - 14,Lifetime Percentage of viewers at each interval (video post) - 15,Lifetime Percentage of viewers at each interval (video post) - 16,Lifetime Percentage of viewers at each interval (video post) - 17,Lifetime Percentage of viewers at each interval (video post) - 18,Lifetime Percentage of viewers at each interval (video post) - 19,Lifetime Percentage of viewers at each interval (video post) - 20,Lifetime Percentage of viewers at each interval (video post) - 21,Lifetime Percentage of viewers at each interval (video post) - 22,Lifetime Percentage of viewers at each interval (video post) - 23,Lifetime Percentage of viewers at each interval (video post) - 24,Lifetime Percentage of viewers at each interval (video post) - 25,Lifetime Percentage of viewers at each interval (video post) - 26,Lifetime Percentage of viewers at each interval (video post) - 27,Lifetime Percentage of viewers at each interval (video post) - 28,Lifetime Percentage of viewers at each interval (video post) - 29,Lifetime Percentage of viewers at each interval (video post) - 30,Lifetime Percentage of viewers at each interval (video post) - 31,Lifetime Percentage of viewers at each interval (video post) - 32,Lifetime Percentage of viewers at each interval (video post) - 33,Lifetime Percentage of viewers at each interval (video post) - 34,Lifetime Percentage of viewers at each interval (video post) - 35,Lifetime Percentage of viewers at each interval (video post) - 36,Lifetime Percentage of viewers at each interval (video post) - 37,Lifetime Percentage of viewers at each interval (video post) - 38,Lifetime Percentage of viewers at each interval (video post) - 39,Lifetime Percentage of viewers at each interval (video post) - 40,Lifetime Organic Video Views,Lifetime Organic Video Views,Lifetime Paid Video Views,Lifetime Paid Video Views
138832254624_10154866757799625,https://www.facebook.com/ColumbiaMissourian/posts/10154866757799625:0,Today's front page features reaction to Brussels; bid for mayor; and UM diversity officer. Check out our e-edition: http://bit.ly/1Rmqia2,Photo,,,3/24/16 6:07, ,1394,1394,0,4339,4339,0,32,2,16,1,5,16,1,23,31,,12,14,,,14,17,,0,0,,,,,,,4145,1295,0,0,8,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138832254624_10154866455874625,https://www.facebook.com/ColumbiaMissourian/posts/10154866455874625,"In a faculty meeting Wednesday, MU Interim Chancellor Hank Foley said the only way to compensate for UM System budget cuts is to decrease spending and increase revenue, possibly by raising student tuition. http://bit.ly/1q3b6FJ",Link,,,3/24/16 4:19, ,2900,2900,0,4815,4815,0,197,10,8,4,12,8,4,194,282,82,138,1,,86,195,1,,2,2,,2,,,2,,3729,2225,0,0,170,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154865268424625,https://www.facebook.com/ColumbiaMissourian/posts/10154865268424625,"Some of Missouri's senior football players are likely to have their names in the NFL draft this year, but others are still proving their strength. NFL scouts joined players and their families at the Mizzou Athletic Training Complex to give them a shot at the big leagues. http://bit.ly/1ZuNRk6",Link,,,3/23/16 20:09, ,1141,1141,0,1854,1854,0,17,,4,,,5,,14,16,8,6,,,8,8,,,0,0,,,,,,,1796,1083,0,0,17,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154864935174625,https://www.facebook.com/ColumbiaMissourian/posts/10154864935174625,"Wednesday's Today in Photos gallery examines the aftermath of Tuesday's terrorist attacks in Brussels, Belgium. While the city mourns, security in other European airports and subways is being tightened. http://bit.ly/1Psmlfq",Link,,,3/23/16 18:25, ,687,687,0,1186,1186,0,6,,3,,,3,,5,5,3,2,,,3,2,,,0,0,,,,,,,1169,669,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154864498069625,https://www.facebook.com/ColumbiaMissourian/posts/10154864498069625,"Three MU students documented the Concerned Student 1950 protests in November. Now, their film is free for the world to see. http://bit.ly/1Rldpx3",Link,,,3/23/16 16:17, ,175,175,0,284,284,0,3,,1,,,1,,2,2,2,,,,2,,,,0,0,,,,,,,266,160,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154864026834625,https://www.facebook.com/ColumbiaMissourian/posts/10154864026834625,Clare Klawuhn balances school and a district manager position at Vector Marketing. Klawuhn said her favorite thing about her job is the opportunity to network and meet various people around Columbia that she otherwise wouldn't have met. http://bit.ly/1q2DhF0,Link,,,3/23/16 14:21, ,1454,1454,0,2495,2495,0,31,1,4,1,1,4,1,29,34,23,7,,,24,10,,,1,1,,1,,,1,,2387,1374,0,0,28,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154863690439625,https://www.facebook.com/ColumbiaMissourian/posts/10154863690439625,"&quot;The terrorists hadn’t just taken 31 innocent people in their attack. The once-thriving city had been robbed of its life.&quot; Ryan Collins, an MU journalism student studying abroad in Brussels, shares his experience during the terrorist attack yesterday.",Link,,,3/23/16 13:05, ,5895,5895,0,10399,10399,0,320,6,31,11,10,31,11,308,442,154,201,,,165,277,,,1,1,,1,,,1,,4789,2678,0,0,147,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154863432969625,https://www.facebook.com/ColumbiaMissourian/posts/10154863432969625,"If you drive on Southampton Road and State Farm Parkway, you've noticed the construction. The project is expected to last until June, and the Public Works department is trying to make sure drivers obey the road signs and traffic flow. State Farm Parkway is limited to northbound traffic, while Southampton is now open only to eastbound traffic.",Link,,,3/23/16 12:05, ,1657,1657,0,2919,2919,0,75,2,2,,2,2,,74,98,34,55,,,35,63,,,3,3,1,2,,1,2,,2822,1575,0,0,68,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154863205764625,https://www.facebook.com/ColumbiaMissourian/posts/10154863205764625,The Boone County Sheriff's Department were led to three suspects in connection with the vandalism of the champion bur oak thanks to Facebook photos. The suspects have been charged with second-degree property damage.,Link,,,3/23/16 11:04, ,2681,2681,0,4657,4657,0,195,5,31,1,6,35,1,180,248,88,111,,,97,151,,,3,6,,3,,,6,,3795,2101,0,0,150,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154862930549625,https://www.facebook.com/ColumbiaMissourian/posts/10154862930549625,"Skip Walther, a longtime Columbia resident, is a regular at Booche's (and he doesn't need a menu to order). Described by his law partner as &quot;quintessentially Columbia,&quot; Walther says he sees the challenges the city is facing and believes he can help solve them. “I thought it was time to step up,” Walther said about his run for mayor.",Link,,,3/23/16 10:05, ,2470,2470,0,4379,4379,0,155,2,6,,4,6,,153,230,61,108,,,69,161,,,2,5,,2,,,5,,4206,2328,0,0,154,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154862552389625,https://www.facebook.com/ColumbiaMissourian/posts/10154862552389625,"The UM System announced today that they will bring on Kevin McDonald as its first chief diversity, equity and inclusion officer.  He is currently the vice president and associate provost for diversity and inclusion at Rochester Institution of Technology. http://bit.ly/1PrpYT0",Link,,,3/23/16 8:27, ,1460,1460,0,2477,2477,0,34,,6,1,,6,1,31,35,22,10,,,24,11,,,1,1,,1,,,1,,2190,1284,0,0,31,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154862544249625,https://www.facebook.com/ColumbiaMissourian/posts/10154862544249625,All five Columbia School Board candidates are in favor of incorporating more black studies courses and the 65-cent tax to fund schools. Elections are set for April 5. http://bit.ly/1ZqTBeP,Link,,,3/23/16 8:24, ,1212,1212,0,2056,2056,0,34,,6,,,6,,28,32,21,7,,,25,7,,,0,0,,,,,,,1967,1155,0,0,32,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154862112754625,https://www.facebook.com/ColumbiaMissourian/posts/10154862112754625:0,"Today's front page features black faculty at MU,  Daryl Dudley suspending his mayoral campaign, and MU students safe after the Brussels attacks. Check out our e-edition: http://bit.ly/1q1ngiB",Photo,,,3/23/16 6:11, ,1512,1512,0,4832,4832,0,8,,,,,,,8,14,1,3,5,,1,4,9,,0,0,,,,,,,4810,1499,0,0,6,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138832254624_10154861826959625,https://www.facebook.com/ColumbiaMissourian/posts/10154861826959625,"MU documentary journalism students' documentary on Concerned Student 1950 and the events last November has gone global. 

Director Varun Bajaj said he hopes the wider distribution sparks a conversation &quot;about why this happened in the first place and to make sure it never happens again. There are solutions, and not talking about it isn't a solution.&quot; http://bit.ly/1ZqHQEV",Link,,,3/23/16 4:26, ,1597,1597,0,2799,2799,0,130,5,13,3,6,13,4,125,175,48,95,,,52,123,,,1,1,,1,,,1,,2025,1117,0,0,100,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154860448679625,https://www.facebook.com/ColumbiaMissourian/posts/10154860448679625,A group of 16 MU students are safe following the attacks in Brussels Tuesday. The group is studying abroad through the School of Journalism. http://bit.ly/1ULR4Lo,Link,,,3/22/16 20:05, ,2839,2839,0,5180,5180,0,155,,75,3,,77,3,99,118,76,31,,,82,36,,,0,0,,,,,,,2925,1630,0,0,74,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154860211829625,https://www.facebook.com/ColumbiaMissourian/posts/10154860211829625,"PHOTO GALLERY: Explosions rocked the Brussels airport and subway on Tuesday, killing more than 30 people and leaving 187 injured. This photo gallery shows pictures of the aftermath and reactions from around Europe. http://bit.ly/1S4L0J7",Link,,,3/22/16 18:41, ,992,992,0,1723,1723,0,18,,1,,,1,,18,19,11,7,,,11,8,,,0,0,,,,,,,1702,974,0,0,18,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154859987459625,https://www.facebook.com/ColumbiaMissourian/posts/10154859987459625,"Daryl Dudley has suspended his campaign for the Fourth Ward City Council. This past week, Dudley has been under scrutiny for misreporting campaign contributions. http://bit.ly/21GeORo",Link,,,3/22/16 17:41, ,2357,2357,0,3975,3975,0,129,3,17,2,3,20,2,117,193,75,64,,,84,109,,,3,6,2,1,,2,4,,3243,1890,0,0,84,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154859589664625,https://www.facebook.com/ColumbiaMissourian/posts/10154859589664625,"Parents and colleagues wrote letters nominating who they saw as an excellent teacher. Today, seven local teachers join Columbia Fund for Academic Excellence's long list of awardees.",Link,,,3/22/16 16:00, ,12285,12285,0,20801,20801,0,1227,4,205,18,4,214,18,1140,1542,983,357,,,1067,475,,,6,10,1,5,,1,9,,7039,3867,0,0,316,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154859089334625,https://www.facebook.com/ColumbiaMissourian/posts/10154859089334625,"Columbia College broke ground Tuesday on their new quad building designed to be the 'heart of campus'. The new building will give students place to engage and spend time between classes, and is set to be completed in August.",Link,,,3/22/16 14:00, ,2552,2552,0,4127,4127,0,86,,29,6,,30,6,67,80,40,29,,,44,36,,,0,0,,,,,,,2907,1691,0,0,48,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154858860394625,https://www.facebook.com/ColumbiaMissourian/posts/10154858860394625,"MU's women's soccer team lost 3-1 against FC Kansas City   on Monday. Although MU didn't pull out a victory, the team gained experience from the two-time Women's National Soccer League champions.",Link,,,3/22/16 13:00, ,573,573,0,945,945,0,8,,3,2,,4,2,6,8,1,5,,,1,7,,,0,0,,,,,,,563,321,0,0,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154858647879625,https://www.facebook.com/ColumbiaMissourian/posts/10154858647879625,"Columbia School Board candidates discussed the achievement gap, race, teacher salaries and other issues Monday at a forum held by the League of Women Voters of Boone County.",Link,,,3/22/16 12:00, ,1014,1014,0,1756,1756,0,24,,1,,,1,,23,24,17,6,,,17,7,,,0,0,,,,,,,1732,996,0,0,24,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154858439724625,https://www.facebook.com/ColumbiaMissourian/posts/10154858439724625,"Columbia City Council passed an ordinance allowing portions of Ninth, Tenth and Locust streets and sidewalks to be closed while a new downtown apartment complex is built. The decision sparked controversy about sewer capabilities and how the complex will affect residents.",Link,,,3/22/16 11:00, ,1203,1203,0,2149,2149,0,43,2,2,,3,2,,42,53,20,27,,,21,32,,,1,1,,1,,,1,,2097,1166,0,0,41,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154858162199625,https://www.facebook.com/ColumbiaMissourian/posts/10154858162199625,"References to the Association of American Universities appear throughout MU's strategic plan, and the association is at the forefront of big administrative decisions. Recently, the university has been trying to shore up its status in the association. But a look at University of Nebraska's survival after AAU stripped its member status in 2011 gives another perspective.",Link,,,3/22/16 10:00, ,4142,4142,0,7377,7377,0,283,1,9,7,2,10,7,277,365,115,184,,,123,242,,,1,1,,1,,,1,,5432,2950,0,0,226,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154857709549625,https://www.facebook.com/ColumbiaMissourian/posts/10154857709549625,"The Missouri women's basketball team fell to Texas in the second round of the NCAA Tournament, despite a strong offensive showing from freshman Sophie Cunningham. The Tigers hope to have better luck next year with only four graduating seniors.",Link,,,3/22/16 8:02, ,2563,2563,0,4634,4634,0,105,2,21,1,2,21,1,89,103,73,19,,,77,26,,,1,4,,1,,,4,,3014,1661,0,0,42,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154857266744625,https://www.facebook.com/ColumbiaMissourian/posts/10154857266744625:0,"Today's front page features Rise apartments, the truth about roofies and Obama in Cuba. Check out our e-edition here: http://bit.ly/1Po5kmM",Photo,,,3/22/16 6:00, ,1464,1464,0,5285,5285,0,7,,,,,,,7,18,1,1,6,,1,2,15,,0,0,,,,,,,5260,1448,0,0,5,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138832254624_10154857013984625,https://www.facebook.com/ColumbiaMissourian/posts/10154857013984625,"Ian Thomas' treasurer filed a complaint against Daryl Dudley, a candidate for the Fourth Ward City Council seat. He is alleging that Dudley failed to report details about campaign finances and donations. http://bit.ly/1UgWcsr",Link,,,3/22/16 4:30, ,254,254,0,334,334,0,6,,,,,,,6,8,3,3,,,3,5,,,0,0,,,,,,,312,239,0,0,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154855596894625,https://www.facebook.com/ColumbiaMissourian/posts/10154855596894625,"POLITIFACT: Gubernatorial candidate Eric Greitens said that if you make $9,000, then you are in the top tax bracket. PolitiFact rates this claim as false. http://bit.ly/1pGAAsL",Link,,,3/21/16 20:15, ,1556,1556,0,2406,2406,0,75,2,1,1,3,1,1,73,106,25,57,,,25,81,,,1,9,,1,,,9,,2287,1472,0,0,73,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154855416484625,https://www.facebook.com/ColumbiaMissourian/posts/10154855416484625,"Fourth Ward councilman Ian Thomas filed a formal complaint to the Missouri Ethics Commission against council seat challenger Daryl Dudley on Monday. Dudley had misreported $60,000 worth of campaign contributions.
http://bit.ly/1PnG53S",Link,,,3/21/16 19:19, ,2464,2464,0,4055,4055,0,140,1,18,5,1,19,5,131,162,63,85,,,66,96,,,0,0,,,,,,,2946,1721,0,0,88,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154855238124625,https://www.facebook.com/ColumbiaMissourian/posts/10154855238124625,"More than 500 people gathered in Jesse Hall on Sunday to listen to Bryan Stevenson, founder and executive director of the Equal Justice Initiative. His book, &quot;Just Mercy,&quot; was chosen for the Mizzou Law One Read program due to the ongoing race-related protests and events on campus.",Link,,,3/21/16 18:23, ,4496,4496,0,7531,7531,0,190,4,41,11,4,43,11,163,219,38,141,,,41,178,,,1,1,,1,,,1,,2924,1718,0,0,68,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154855191439625,https://www.facebook.com/ColumbiaMissourian/posts/10154855191439625,The Boone County Commission announced Monday that the Desert Storm Memorial that contained a &quot;Jesus fish&quot; was relocated over the weekend to Columbia Cemetery. A new monument to replace it has been installed on the courthouse grounds. http://bit.ly/1U2YydW,Link,,,3/21/16 18:15, ,1311,1311,0,2187,2187,0,38,,4,1,,4,1,35,39,19,17,,,19,20,,,0,0,,,,,,,2064,1232,0,0,34,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154854739054625,https://www.facebook.com/ColumbiaMissourian/posts/10154854739054625,"Angela Anderson lost two children to electrocution at the Lake of the Ozarks in 2012. She believes their deaths were preventable, and says legislation is needed to make docks at the lake safer.",Link,,,3/21/16 16:15, ,3058,3058,0,5099,5099,0,113,1,12,6,1,12,6,104,125,60,55,,,63,62,,,0,0,,,,,,,3649,2124,0,0,74,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154854281294625,https://www.facebook.com/ColumbiaMissourian/posts/10154854281294625,All six Columbia City Council candidates say they want to increase the city's lodging tax to fund a new terminal at Columbia Regional Airport-FlyMidMo.,Link,,,3/21/16 14:04, ,1049,1049,0,1793,1793,0,16,,1,2,,1,2,14,17,10,6,,,11,6,,,0,0,,,,,,,1623,945,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138832254624_10154853771094625,https://www.facebook.com/ColumbiaMissourian/videos/10154853771094625/,Stepping and strolling are a strong part of African American culture. Explore the tradition through virtual reality with the men of Mizzou Alphas.,Video,,,3/21/16 13:05, ,10181,10181,0,19108,19108,0,374,12,70,13,12,76,15,362,632,2,328,25,88,2,506,28,96,0,0,,,,,,,8866,2768,0,0,115,34314,53,52,0,0,218601,1,0.8952,0.6491,0.514,0.4239,0.354,0.2911,0.2516,0.212,0.1793,0.1646,0.139,0.1227,0.1172,0.118,0.111,0.1064,0.097,0.0939,0.0901,0.0839,0.0831,0.0776,0.0769,0.0769,0.0738,0.0714,0.0699,0.0714,0.0652,0.0637,0.059,0.0559,0.0582,0.0559,0.0512,0.0505,0.0481,0.0411,0.0373,0.0287,1525,1416,0,0
138832254624_10154853889394625,https://www.facebook.com/ColumbiaMissourian/posts/10154853889394625,"In a guest commentary, one MU graduate research assistant addresses the graduate students' reasons to unionize and the challenges MU is facing in the wake of enrollment declines and budget cuts.",Link,,,3/21/16 12:05, ,1604,1604,0,2738,2738,0,60,1,5,2,1,5,2,57,70,38,24,,,39,31,,,0,0,,,,,,,2429,1388,0,0,44,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154853795789625,https://www.facebook.com/ColumbiaMissourian/posts/10154853795789625,"After winning his second national championship, J'den Cox was reserved — he hugged his opponent and quietly made his way over to his coach. “Afterwards, you don't see a great celebration because it was more of — I was more proud of everything I had gone through and everything I had to do,” Cox told reporters Saturday night. “And I was proud of myself.”",Link,,,3/21/16 11:27, ,2730,2730,0,4296,4296,0,103,2,33,2,2,34,2,83,96,27,61,,,28,68,,,1,1,,1,,,1,,3234,1870,0,0,66,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154853566444625,https://www.facebook.com/ColumbiaMissourian/posts/10154853566444625,"Nearly 55 percent of black faculty work as assistant professors at Mizzou, the lowest rank for regular appointment faculty.

&quot;You start to wonder where your place is in that sort of arrangement,&quot; said Noelle Witherspoon Arnold, a former MU faculty member in the Department of Educational Leadership and Policy Analysis. Arnold said part of the reason she left last semester was noticing a ceiling for women and minority faculty when it came to promotion.",Link,,,3/21/16 10:13, ,2652,2652,0,4664,4664,0,166,3,11,4,4,11,4,161,204,46,132,,,50,154,,,0,0,,,,,,,3327,1928,0,0,138,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154853235039625,https://www.facebook.com/ColumbiaMissourian/posts/10154853235039625,"Adding a terminal to the Columbia Regional Airport-FlyMidMo has been discussed since 2011. A newly proposed tax on hotel rooms could make that dream a reality, but it has put hotel owners on the defensive. http://bit.ly/25fFxZI",Link,,,3/21/16 8:20, ,2341,2341,0,4144,4144,0,105,8,12,2,11,13,2,99,181,43,71,,,45,136,,,1,9,,1,,,9,,3134,1865,0,0,66,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154852931529625,https://www.facebook.com/ColumbiaMissourian/posts/10154852931529625,"How many Missouri voters would need a photo ID if a voter ID law passes? Our fact-checking team took a closer look at the estimates after state Rep. Kip Kendrick claimed that “requiring photo ID would keep about 200,000 Missourians from voting.&quot;",Link,,,3/21/16 6:15, ,1343,1343,0,2215,2215,0,39,4,1,,5,1,,38,57,18,23,,,18,39,,,1,9,,1,,,9,,2138,1280,0,0,37,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154851514059625,https://www.facebook.com/ColumbiaMissourian/posts/10154851514059625,"The doors of the James Condominium were the first to go Saturday morning. Nearly 25 volunteers worked to salvage pieces before the 100-year-old building is demolished to make way for Rise Apartments, a new 10-story housing development in downtown Columbia.",Link,,,3/20/16 19:06, ,4090,4090,0,6866,6866,0,226,1,16,5,1,17,5,220,268,163,75,,,179,89,,,3,3,,3,,,3,,4994,2933,0,0,134,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154851347054625,https://www.facebook.com/ColumbiaMissourian/posts/10154851347054625,"This week's most read stories include a young college basketball referee with his eyes set on the NBA, a candlelight vigil held in memory of MU freshman Kayce Goldberg and a crowd of 4,000 rallying in Springfield to support Bernie Sanders' presidential campaign. http://bit.ly/1PlgCIq",Link,,,3/20/16 18:04, ,1154,1154,0,1879,1879,0,17,,3,1,,3,1,16,22,6,11,,,7,15,,,1,1,,1,,,1,,1809,1102,0,0,17,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154851007259625,https://www.facebook.com/ColumbiaMissourian/posts/10154851007259625,"For this year's Palm Sunday celebration, six local churches held a lively outdoor service at the intersection of Ninth and Broadway. http://bit.ly/1Pl9Z90",Link,,,3/20/16 16:00, ,3900,3900,0,6214,6214,0,180,,73,1,,75,1,132,156,103,38,,,111,45,,,4,4,,4,,,4,,4294,2501,0,0,114,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154850784249625,https://www.facebook.com/ColumbiaMissourian/posts/10154850784249625,"Even when subjects are in the midst of action, it's important for photographers to find the context that makes the subject stand out. See what our Missourian photographers found this week. http://bit.ly/1RaxuG4",Link,,,3/20/16 14:40, ,1161,1161,0,1929,1929,0,16,,1,,,1,,16,21,14,3,,,15,6,,,0,0,,,,,,,1911,1148,0,0,16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154850400599625,https://www.facebook.com/ColumbiaMissourian/posts/10154850400599625,Mizzou baseball has one last shot against No.1 Florida this afternoon after losing last night 6-2. Junior Jake Ring gave Mizzou its only runs of the night on a two-run double at the top of the eighth inning.,Link,,,3/20/16 12:29, ,992,992,0,1530,1530,0,7,,2,,,2,,6,7,,6,,,,7,,,0,0,,,,,,,1510,975,0,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
